,location,total_sqft,bath,bhk,price
11045,Somasundara Palya,1650.0,3,3,126.0
11046,other,1645.0,3,3,87.0
11047,Hennur Road,1748.0,3,3,103.0
11048,Channasandra,1200.0,3,3,67.77
11049,Kengeri Satellite Town,1170.0,2,2,50.0
11051,Hulimavu,1320.0,2,3,65.0
11052,Bhoganhalli,1610.0,3,3,84.53
11053,Frazer Town,1870.0,3,3,180.0
11054,Sarjapur  Road,1510.0,2,3,110.0
11056,other,1305.0,2,3,45.68
11057,Mahadevpura,1500.0,2,3,70.0
11059,Thanisandra,1948.0,4,4,129.0
11060,Margondanahalli,1448.0,3,3,70.0
11061,Sarjapur  Road,1242.0,2,2,78.0
11062,Sonnenahalli,1268.0,2,2,58.0
11063,Ramamurthy Nagar,1101.0,2,2,50.0
11064,other,1255.0,2,2,65.0
11065,Gunjur,1362.0,3,3,62.63
11067,Hosa Road,1089.0,2,2,32.67
11069,Uttarahalli,1345.0,2,3,57.0
11071,other,1650.0,2,4,140.0
11072,Kaggalipura,950.0,2,2,45.0
11073,HBR Layout,1068.0,2,2,43.0
11074,Yelahanka New Town,860.0,1,2,31.0
11076,Yelahanka,1756.0,3,3,66.73
11077,Whitefield,1205.0,2,2,41.0
11079,Banashankari,1800.0,3,3,125.0
11081,Hormavu,1604.0,3,3,68.0
11083,Chandapura,1015.0,2,2,25.88
11084,Banashankari,1200.0,2,3,42.0
11085,Ananth Nagar,1010.0,2,2,38.0
11087,Doddakallasandra,1010.0,2,2,41.0
11088,Yelahanka,1050.0,2,2,33.1
11089,Harlur,1710.0,3,3,85.0
11090,Mysore Road,1248.52,3,3,115.0
11091,Attibele,410.0,1,1,10.0
11092,Bannerghatta Road,1656.0,2,3,62.93
11093,Naganathapura,1451.0,3,3,68.0
11095,JP Nagar,1250.0,2,2,93.0
11098,Sonnenahalli,1340.0,2,3,42.0
11099,other,1100.0,2,2,38.5
11101,Devarachikkanahalli,1700.0,3,3,71.0
11103,KR Puram,1096.0,2,2,43.0
11104,Electronic City Phase II,1160.0,2,2,33.5
11105,other,1936.0,3,3,139.0
11106,Nehru Nagar,1269.0,2,3,63.0
11108,Panathur,1586.0,3,3,125.0
11109,Rajaji Nagar,1376.0,2,2,124.0
11110,Kanakpura Road,1452.0,3,3,56.5
11111,Hosa Road,1538.0,3,3,107.0
11112,Hosur Road,1427.0,2,3,130.0
11113,other,935.0,2,2,40.0
11114,other,1220.0,2,2,65.0
11115,Harlur,1197.0,2,2,77.0
11116,Varthur,674.0,1,2,19.9
11117,Kengeri,410.0,1,1,15.0
11118,Thanisandra,1573.0,3,3,90.0
11119,Dodda Nekkundi,1135.0,2,2,58.0
11120,other,1400.0,2,3,40.43
11121,other,1200.0,1,1,65.0
11122,other,1800.0,3,3,95.0
11123,other,2045.0,3,3,108.0
11124,Sonnenahalli,1268.0,2,2,56.0
11125,Kambipura,883.0,2,2,39.0
11126,Yelahanka,1600.0,3,3,100.0
11127,Thanisandra,1056.0,2,2,70.0
11130,KR Puram,1204.0,2,2,58.0
11131,other,1410.0,2,3,54.0
11132,Hennur Road,1460.0,2,2,80.3
11133,Dodda Nekkundi,1100.0,2,2,41.18
11134,other,1310.0,2,2,88.0
11135,Sector 2 HSR Layout,1600.0,3,3,90.0
11136,other,1250.0,2,2,55.0
11137,Sarjapur  Road,1665.0,3,3,74.93
11138,Uttarahalli,1345.0,2,3,57.0
11140,Singasandra,1416.0,2,2,67.0
11141,HSR Layout,1145.0,2,2,46.0
11143,Jigani,1231.0,3,3,58.0
11144,Yelahanka,1664.0,3,3,73.95
11145,TC Palaya,2000.0,3,3,76.0
11146,Rajiv Nagar,972.0,2,2,43.0
11148,Bellandur,1185.0,2,2,47.39
11149,Green Glen Layout,1750.0,3,3,81.0
11151,Balagere,1007.0,2,2,68.0
11153,Whitefield,1250.0,2,2,85.0
11154,other,1200.0,2,2,54.0
11155,Horamavu Agara,994.0,2,2,42.28
11156,Ramamurthy Nagar,1150.0,2,2,40.0
11157,Thanisandra,1220.0,2,2,46.0
11158,other,1441.0,2,2,115.0
11159,Old Madras Road,1157.0,2,2,47.32
11161,Thigalarapalya,1400.0,2,2,105.0
11162,Tindlu,1370.07,3,3,65.0
11164,Judicial Layout,900.0,2,2,40.0
11165,other,418.0,1,1,17.0
11166,other,1200.0,3,3,80.0
11167,ISRO Layout,1200.0,2,2,43.0
11168,Talaghattapura,1062.0,2,2,42.48
11169,Kanakpura Road,1120.0,2,2,51.0
11170,Bannerghatta Road,1012.0,2,2,44.0
11173,other,675.0,2,2,13.5
11174,Kanakpura Road,1430.0,2,2,78.0
11175,Channasandra,1195.0,2,3,56.0
11177,Bisuvanahalli,1075.0,2,3,42.0
11178,Hennur Road,1570.0,3,3,75.99
11180,Sonnenahalli,1011.0,2,2,59.0
11181,7th Phase JP Nagar,1450.0,2,3,102.0
11182,Sarjapur  Road,1129.0,2,2,69.0
11183,Sarjapura - Attibele Road,1126.0,2,2,36.0
11184,Attibele,1200.0,3,3,110.0
11185,Sarjapur  Road,1180.0,2,3,45.0
11187,Bannerghatta,940.0,4,4,45.0
11188,Hennur Road,1933.0,3,3,140.0
11189,TC Palaya,1082.0,2,2,64.0
11191,other,610.0,1,1,28.0
11193,Kathriguppe,1300.0,3,3,77.99
11195,CV Raman Nagar,1125.0,2,2,46.0
11197,Kengeri Satellite Town,777.4,2,2,25.0
11199,Old Airport Road,1798.0,3,3,150.0
11200,other,1864.0,3,3,120.0
11201,Whitefield,1115.0,2,2,51.91
11202,Kengeri,400.0,1,1,25.0
11203,Rajaji Nagar,1200.0,2,2,70.0
11204,Ananth Nagar,992.0,2,2,24.8
11205,other,950.0,2,2,57.0
11207,Bellandur,1200.0,2,2,62.0
11208,GM Palaya,1735.0,3,3,70.0
11209,BTM 2nd Stage,1750.0,3,3,172.0
11210,HSR Layout,1009.0,2,2,56.0
11211,Jalahalli,1470.0,2,3,102.0
11212,Bannerghatta Road,1527.0,3,3,115.0
11213,other,985.0,2,2,45.0
11215,Whitefield,1277.0,2,2,77.0
11216,other,1100.0,2,2,62.0
11217,Whitefield,1820.0,3,3,140.0
11218,other,1530.0,3,4,87.0
11221,Jakkur,1880.0,4,3,110.0
11222,Hennur,1255.0,2,2,52.35
11223,Kanakpura Road,700.0,2,2,36.0
11224,Somasundara Palya,1140.0,2,2,46.0
11225,Electronic City Phase II,1025.0,2,2,29.6
11227,Uttarahalli,1490.0,2,3,59.6
11229,Sarjapur  Road,1850.0,3,3,140.0
11230,Kaikondrahalli,1250.0,2,2,78.0
11233,Jalahalli,1244.0,2,2,88.0
11235,Kengeri Satellite Town,1025.0,2,2,28.57
11236,Sarjapur  Road,1034.0,2,2,38.0
11237,Kengeri Satellite Town,1191.0,2,3,33.34
11238,Kasavanhalli,1719.0,3,3,71.0
11239,7th Phase JP Nagar,1035.0,2,2,39.33
11241,Hosa Road,1470.0,2,3,84.22
11242,Yelahanka,1140.0,2,2,50.66
11243,Harlur,1752.12,3,3,125.0
11247,Bannerghatta Road,1660.0,3,3,85.0
11248,Electronic City,1275.0,3,3,63.43
11249,Bommasandra Industrial Area,1365.0,3,3,52.81
11250,other,1200.0,2,3,90.0
11252,Banashankari Stage VI,1392.0,3,3,69.46
11253,Whitefield,1245.0,2,2,59.76
11255,Yeshwanthpur,1162.0,2,2,64.08
11256,Singasandra,1476.0,2,3,73.0
11257,KR Puram,700.0,1,1,21.5
11259,Jigani,943.0,2,2,48.0
11261,Sarjapur  Road,1113.0,2,2,44.5
11262,Varthur,1615.0,3,3,69.43
11263,other,1279.0,2,2,100.0
11264,other,1256.0,2,2,60.0
11266,Sompura,1350.0,3,3,65.0
11267,other,1525.0,3,3,68.63
11268,Rajaji Nagar,1357.0,2,2,123.0
11269,Hebbal,1645.0,3,3,117.0
11270,Ardendale,1777.26,3,3,92.0
11271,Bisuvanahalli,845.0,2,2,32.0
11272,other,900.0,2,2,25.0
11273,Varthur,1210.0,2,2,64.15
11274,Electronic City Phase II,829.0,2,2,22.8
11275,Sarjapur  Road,1879.0,3,3,155.0
11276,Hosur Road,1250.0,2,3,50.0
11277,other,1200.0,2,4,35.0
11278,Marathahalli,1108.0,2,3,60.0
11279,Kanakpura Road,1401.0,3,3,69.0
11280,Sarjapur  Road,1157.0,2,3,75.0
11281,other,1185.0,2,2,42.66
11282,Green Glen Layout,1751.0,3,3,115.0
11284,Bannerghatta Road,1880.0,3,3,96.5
11285,Whitefield,1322.5,3,3,40.985
11286,Channasandra,1175.0,2,2,38.0
11287,Jalahalli,1407.0,2,2,98.49
11288,Yelachenahalli,1000.0,2,2,50.0
11289,Electronic City,1518.0,3,3,75.0
11291,Tumkur Road,1027.0,2,2,67.0
11293,HSR Layout,1145.0,2,2,46.0
11294,Rajaji Nagar,1260.0,2,2,113.0
11295,Begur Road,1500.0,2,3,47.25
11296,Varthur,1737.0,2,3,57.32
11298,other,1600.0,4,3,120.0
11299,Hegde Nagar,1500.0,3,3,135.0
11300,other,1120.0,2,2,60.0
11302,Hennur Road,1030.0,2,2,46.5
11304,Kammasandra,1057.0,2,2,35.0
11306,Thanisandra,1460.0,2,2,38.5
11307,Hormavu,1075.0,2,2,53.7
11308,Mysore Road,1080.0,2,3,60.0
11311,Singasandra,1139.7,2,2,45.0
11312,Whitefield,1074.0,2,2,42.8
11313,Whitefield,1200.0,2,2,46.13
11315,Sarjapur  Road,1323.0,2,2,74.0
11316,Hennur Road,1232.0,2,2,69.61
11317,Kalena Agrahara,900.0,2,2,40.0
11318,Sarjapura - Attibele Road,740.0,1,1,23.65
11319,Hebbal,1920.0,3,3,134.0
11321,Bannerghatta Road,1550.0,3,3,96.0
11322,Gunjur,1588.0,2,3,90.0
11325,other,1308.0,2,2,86.0
11326,Hennur,1340.0,2,3,54.27
11329,Thanisandra,1719.0,3,3,135.0
11330,Horamavu Agara,1107.83,2,2,41.51
11331,Whitefield,1200.0,2,2,45.84
11332,Electronic City,1090.0,2,1,31.48
11334,Jakkur,1660.0,3,3,104.0
11335,Nagavara,1247.0,2,2,58.56
11336,Thanisandra,1595.0,3,3,96.0
11337,Kaggadasapura,1175.0,2,2,50.0
11339,Old Airport Road,1184.0,2,2,78.0
11340,other,1100.0,2,2,55.0
11341,Kaval Byrasandra,935.0,2,2,78.0
11342,Yelahanka,1200.0,2,2,60.0
11344,other,1000.0,2,2,45.0
11345,Uttarahalli,1000.0,2,2,52.0
11346,Yelahanka,1705.0,3,3,85.0
11347,Tumkur Road,1060.0,2,3,58.3
11348,Chikka Tirupathi,2325.0,4,4,120.0
11349,other,1347.0,2,3,55.0
11351,Varthur,1402.0,2,2,95.0
11352,Whitefield,2280.0,4,3,125.0
11353,other,1225.0,2,2,71.05
11354,5th Phase JP Nagar,1080.0,2,2,53.0
11357,Begur Road,1100.0,2,2,42.6
11359,Bannerghatta Road,1200.0,2,2,78.0
11360,Begur Road,1565.0,2,3,57.91
11361,other,1200.0,3,2,78.0
11362,Kothanur,1581.0,3,3,76.0
11367,Abbigere,985.0,2,2,38.92
11368,Sarjapur,950.0,2,2,35.0
11369,other,1339.0,2,2,55.0
11370,other,1449.0,3,3,72.0
11372,other,1100.0,2,2,38.68
11373,Hoskote,1003.5,2,2,28.095
11375,other,1100.0,2,2,55.0
11376,Electronic City,1140.0,2,2,32.92
11379,Chandapura,800.0,1,2,30.0
11382,other,1300.0,2,2,95.0
11383,Kanakpura Road,1220.0,2,2,60.0
11384,Sarjapur  Road,2289.0,3,3,178.0
11385,Whitefield,1170.0,2,2,56.0
11386,other,1350.0,2,2,89.5
11387,Kambipura,883.0,2,2,45.0
11388,Thanisandra,1698.0,3,3,125.0
11389,Electronic City Phase II,2187.5,4,4,105.0
11390,Ambalipura,1060.0,2,2,58.5
11391,Somasundara Palya,1185.0,2,2,75.0
11392,Padmanabhanagar,2051.0,3,3,180.0
11393,Vittasandra,1404.0,2,2,72.0
11394,Electronic City Phase II,1252.0,2,2,67.0
11395,Bannerghatta Road,1885.0,3,3,125.0
11397,Hormavu,980.0,2,2,42.0
11399,Banashankari,1420.0,3,3,66.0
11401,other,2312.0,3,3,156.0
11403,other,1175.0,2,2,70.0
11404,other,1145.0,2,2,51.0
11405,Bhoganhalli,970.0,2,2,52.5
11406,Electronic City,1125.0,2,2,32.49
11407,Whitefield,1639.5,3,3,92.63
11410,Ramagondanahalli,1635.0,3,3,57.0
11413,Jalahalli,1200.0,2,1,66.0
11414,Kathriguppe,1335.0,2,3,73.43
11416,Yeshwanthpur,1166.0,2,2,64.08
11418,Shivaji Nagar,1460.0,2,3,90.0
11419,other,1690.0,3,3,50.0
11420,other,1386.0,3,4,93.0
11421,other,1090.0,2,2,32.0
11422,Thanisandra,1732.0,3,3,85.73
11423,Whitefield,1390.0,2,2,72.0
11424,Sector 2 HSR Layout,1095.0,2,2,85.41
11425,Kengeri,416.0,1,1,17.19
11427,Yelahanka,1350.0,2,3,85.0
11428,Bannerghatta Road,1453.0,2,3,73.0
11429,Thanisandra,1226.0,2,2,65.0
11431,Hegde Nagar,1168.0,2,3,68.0
11432,Bannerghatta,1776.0,3,3,124.0
11433,Whitefield,1634.0,3,3,68.0
11434,Hormavu,860.0,2,2,56.0
11436,Nagasandra,1650.0,3,3,95.0
11437,Whitefield,1190.0,2,2,70.0
11438,JP Nagar,1133.0,2,2,33.99
11439,other,1559.0,3,3,62.0
11440,Horamavu Banaswadi,1448.0,4,3,118.0
11442,Kodichikkanahalli,976.0,2,2,50.0
11444,Yelahanka,1590.0,2,3,54.0
11446,Yelahanka,1633.0,3,3,110.0
11447,Ramagondanahalli,1151.0,2,2,46.0
11448,Kereguddadahalli,1400.0,2,3,42.0
11449,Uttarahalli,1037.0,2,2,36.0
11450,Thanisandra,1188.0,2,2,36.0
11451,other,1060.0,2,2,52.0
11452,Thigalarapalya,2215.0,4,3,162.0
11453,Hennur,1255.0,2,2,54.5
11455,Hormavu,1075.0,2,2,53.7
11457,ITPL,900.0,2,2,27.0
11458,Kudlu Gate,1183.0,2,2,79.54
11459,HSR Layout,1100.0,2,2,44.0
11460,GM Palaya,1643.0,2,3,70.0
11461,other,1500.0,2,3,120.0
11462,Jakkur,1291.0,2,2,75.0
11463,Hennur,1150.0,3,3,80.0
11464,Electronic City,1060.0,2,2,55.0
11465,7th Phase JP Nagar,1575.0,2,3,110.0
11467,other,1700.0,3,4,55.0
11468,Mahadevpura,1236.0,2,2,58.0
11469,Ramamurthy Nagar,1350.0,2,3,39.0
11473,Electronic City,1200.0,2,2,34.66
11474,Hulimavu,1200.0,4,4,75.0
11475,Harlur,1225.0,2,2,56.0
11476,Thanisandra,1056.0,2,2,75.0
11477,9th Phase JP Nagar,1240.0,2,3,42.85
11478,Banashankari,1200.0,3,3,74.52
11479,Kudlu Gate,1850.0,3,3,110.0
11481,Naganathapura,1200.0,1,1,39.82
11484,Chandapura,1185.0,2,3,30.22
11485,Jigani,918.0,2,2,56.0
11486,other,1330.0,2,3,68.0
11487,Munnekollal,1540.0,2,3,70.0
11488,Lakshminarayana Pura,1200.0,2,2,80.0
11489,other,927.0,2,2,37.0
11491,CV Raman Nagar,1400.0,2,3,78.0
11492,Hosur Road,1345.0,2,2,106.0
11494,8th Phase JP Nagar,1510.0,2,2,80.0
11496,Kanakpura Road,525.0,2,1,27.0
11497,ITPL,1500.0,3,3,61.52
11498,Yelahanka,827.5,1,1,42.535
11499,Vidyaranyapura,1100.0,2,3,72.0
11500,other,1200.0,3,3,68.0
11501,Kanakpura Road,1100.0,3,3,53.0
11502,Hormavu,2282.0,4,4,115.0
11503,other,760.0,2,2,37.49
11504,Sarjapur,2172.0,3,3,100.0
11508,Thubarahalli,1242.0,3,3,51.0
11510,Uttarahalli,1245.0,2,3,43.58
11511,Kadugodi,1088.0,2,2,44.0
11512,Sahakara Nagar,1200.0,2,2,46.0
11513,TC Palaya,1995.0,3,3,100.0
11514,Haralur Road,1309.0,2,2,82.0
11516,7th Phase JP Nagar,2100.0,3,3,200.0
11519,other,1250.0,3,3,42.0
11521,5th Phase JP Nagar,1041.0,2,2,54.0
11522,Sarjapur  Road,1505.0,2,3,60.0
11523,Bannerghatta,1776.0,3,3,150.0
11524,Bellandur,1767.0,3,3,89.0
11525,other,1293.0,2,2,80.0
11526,Kengeri,1320.0,2,2,50.0
11527,other,1280.0,2,2,68.48
11528,Thanisandra,1245.0,2,2,83.05
11529,Haralur Road,1027.0,1,2,44.0
11530,Yelenahalli,1200.0,2,2,46.17
11531,Kanakpura Road,1100.0,3,3,58.0
11532,other,1065.0,3,3,72.0
11533,Kannamangala,1814.0,3,3,129.0
11534,Ramagondanahalli,1610.0,2,3,112.0
11535,Kumaraswami Layout,850.0,1,1,78.0
11536,Kasavanhalli,1600.0,3,3,79.0
11538,other,1250.0,2,3,77.13
11539,Haralur Road,1243.0,2,2,46.0
11540,Kanakpura Road,1452.0,3,3,60.98
11541,other,1475.0,3,3,75.0
11542,Electronic City,1353.0,2,2,75.0
11543,other,2100.0,3,4,210.0
11544,Electronics City Phase 1,1750.0,3,3,58.0
11546,Sahakara Nagar,1270.0,2,2,96.0
11550,other,1330.0,3,3,65.0
11551,Electronic City,660.0,1,2,18.0
11552,BTM 2nd Stage,1400.0,2,2,90.0
11554,Kanakpura Road,1700.0,3,3,75.0
11555,Kasavanhalli,1585.0,2,2,90.0
11556,Kothanur,1385.0,3,3,67.0
11557,Electronic City,1128.0,2,2,67.0
11560,HSR Layout,1203.0,2,2,60.0
11561,Mallasandra,905.0,2,2,35.0
11562,Hennur Road,1450.0,3,3,79.0
11563,Varthur,1105.0,2,2,38.0
11564,Channasandra,1200.0,2,2,46.13
11565,Jalahalli,1530.0,2,3,89.0
11566,Whitefield,1105.0,2,2,35.4
11567,Dasarahalli,1333.0,2,2,78.56
11568,other,1065.0,2,2,45.0
11569,Hosur Road,1350.0,2,2,8.44
11570,Haralur Road,1243.0,2,2,46.0
11571,Old Madras Road,1530.0,3,3,76.34
11572,Margondanahalli,1200.0,2,2,65.0
11573,Whitefield,1270.0,2,2,94.0
11574,Bellandur,1830.0,3,3,89.0
11575,Chandapura,900.0,2,2,35.0
11578,Bannerghatta Road,1450.0,2,3,78.0
11579,other,1525.0,3,3,65.0
11580,Mahalakshmi Layout,1080.0,2,2,67.0
11581,other,1220.0,2,2,72.0
11582,Begur Road,1200.0,2,2,44.4
11583,Bommanahalli,1355.0,2,2,73.17
11585,other,1500.0,2,2,60.0
11586,Koramangala,1355.0,2,2,95.0
11587,Electronic City,1070.0,2,2,57.0
11588,CV Raman Nagar,1980.0,4,3,180.0
11589,Bommasandra,842.0,2,2,30.0
11590,Bannerghatta Road,700.0,1,1,31.2
11592,other,1884.0,3,3,95.0
11593,other,1100.0,2,2,75.0
11594,Raja Rajeshwari Nagar,1196.0,2,2,40.54
11595,Budigere,1820.0,3,3,85.0
11597,Thanisandra,1185.0,2,2,43.5
11598,Varthur,2145.0,3,3,170.0
11599,Whitefield,1220.0,2,2,89.0
11600,Whitefield,1116.0,2,2,51.91
11601,6th Phase JP Nagar,1192.0,2,2,75.0
11602,Marathahalli,1449.0,3,3,110.0
11604,Electronic City,1700.0,3,3,90.0
11605,Hebbal,1920.0,3,3,150.0
11606,other,1350.0,2,2,90.0
11608,other,1700.0,3,3,74.0
11609,Hoodi,1447.0,3,2,76.0
11610,Kanakpura Road,1329.0,2,2,107.0
11611,Sarjapur  Road,1314.0,2,3,70.44
11612,other,1200.0,3,3,110.0
11614,Hosa Road,1513.0,3,3,103.0
11616,Vittasandra,1246.0,2,2,67.5
11617,Ganga Nagar,705.0,1,1,65.0
11618,Dasarahalli,1220.0,2,2,62.0
11619,Yelahanka New Town,1800.0,2,3,45.0
11620,Kaval Byrasandra,1400.0,3,3,75.0
11621,Kasavanhalli,1245.0,2,2,80.0
11622,other,1495.0,2,3,63.0
11624,Gollarapalya Hosahalli,996.0,2,2,36.5
11625,Yelahanka New Town,1000.0,2,2,44.0
11626,other,1250.0,2,2,75.0
11627,Chandapura,975.0,2,2,24.86
11628,Thanisandra,1261.0,2,3,80.0
11629,Electronics City Phase 1,1080.0,2,2,46.0
11630,other,1230.0,2,2,50.0
11631,Kammasandra,982.0,2,2,25.53
11632,Bommasandra,1260.0,3,3,49.36
11633,HSR Layout,1590.0,2,3,135.0
11634,Horamavu Agara,1220.0,2,2,39.0
11635,Electronic City Phase II,1320.0,2,3,38.12
11636,Green Glen Layout,1750.0,3,3,105.0
11637,Whitefield,1436.0,2,3,62.15
11638,TC Palaya,1200.0,2,3,66.0
11639,Malleshwaram,1500.0,2,2,140.0
11640,Varthur,1560.0,3,3,90.0
11642,other,1275.0,2,2,59.0
11643,other,1040.0,2,2,36.4
11647,Karuna Nagar,1960.0,3,3,165.0
11649,Yeshwanthpur,1195.0,2,2,100.0
11650,Yelahanka,1195.0,2,2,53.105
11654,other,648.0,1,1,40.0
11655,Sarjapur  Road,2100.0,3,3,130.0
11657,Kudlu,1027.0,2,2,44.0
11659,Bommasandra,1365.0,3,3,52.82
11660,Yelahanka New Town,650.0,1,1,18.0
11661,Chandapura,1200.0,2,3,52.0
11662,Cooke Town,1100.0,2,2,90.0
11663,7th Phase JP Nagar,1075.0,2,3,57.0
11664,Banashankari,1100.0,2,2,63.0
11665,other,1320.0,2,3,58.0
11666,Kammasandra,1500.0,3,3,65.0
11669,Vittasandra,1246.0,2,2,67.5
11670,Bhoganhalli,1718.0,3,3,90.2
11671,Bisuvanahalli,1075.0,2,3,32.0
11672,other,1480.0,3,3,75.48
11673,other,500.0,1,1,13.0
11676,Kanakpura Road,1041.0,2,2,36.44
11677,other,1128.0,2,2,48.4
11678,Hosur Road,1685.0,3,3,90.0
11679,other,1180.0,2,2,65.0
11680,other,1200.0,2,2,60.0
11681,other,1250.0,3,3,39.5
11682,Kanakpura Road,900.0,2,2,41.0
11683,other,1000.0,2,2,45.0
11686,Vittasandra,1404.0,2,2,70.0
11687,Ramagondanahalli,1610.0,2,3,115.0
11688,Varthur,1760.0,2,2,85.0
11689,other,975.0,2,2,55.0
11690,other,1190.0,2,2,42.0
11691,Kudlu,1110.0,2,2,46.0
11693,Gunjur,1235.0,2,2,44.5
11694,other,1275.0,2,2,55.0
11696,Harlur,1197.0,2,2,76.0
11697,Begur Road,644.0,1,1,32.0
11698,Bellandur,1251.0,2,2,47.0
11699,Neeladri Nagar,1105.0,2,2,30.0
11700,other,1080.0,2,2,38.0
11701,Kudlu,2100.0,3,4,114.0
11703,NRI Layout,1731.0,3,3,64.11
11704,Hormavu,1206.0,2,2,55.0
11705,Choodasandra,1560.0,3,3,78.0
11706,7th Phase JP Nagar,750.0,1,1,47.0
11707,Billekahalli,1035.0,2,2,90.0
11709,Sarjapur  Road,702.0,1,1,35.8
11710,Attibele,1700.0,3,3,65.0
11711,HRBR Layout,1145.0,2,2,68.5
11712,Ramamurthy Nagar,1208.0,2,3,43.5
11713,Brookefield,1589.0,3,3,74.0
11714,other,560.0,2,2,22.0
11715,Yelahanka New Town,1426.0,2,3,61.5
11716,Green Glen Layout,1885.0,3,3,135.0
11717,Old Madras Road,935.0,2,2,37.77
11718,Old Madras Road,1171.0,2,2,73.0
11719,Singasandra,1465.0,2,2,60.0
11720,Budigere,1820.0,3,3,95.0
11721,Raja Rajeshwari Nagar,1580.0,2,3,66.85
11722,Whitefield,1452.0,2,3,46.29
11723,Hennur Road,1445.0,2,3,89.56
11724,other,1170.0,2,2,39.0
11725,other,1070.0,2,2,50.0
11726,Kanakpura Road,1100.0,3,3,53.0
11727,Kothanur,1140.0,2,2,56.0
11729,other,1532.0,3,3,59.75
11730,other,1150.0,2,2,46.0
11731,Jakkur,1473.0,2,2,85.0
11732,Kathriguppe,1350.0,3,3,80.99
11734,CV Raman Nagar,1980.0,4,3,166.0
11735,Hoodi,1660.0,3,3,128.0
11737,Chamrajpet,650.0,2,2,45.0
11740,other,1495.0,3,3,90.0
11741,R.T. Nagar,1080.0,2,2,48.0
11742,Electronic City,1521.0,2,3,57.5
11743,other,1053.0,2,2,51.0
11746,7th Phase JP Nagar,1050.0,2,2,42.0
11747,Thanisandra,1430.0,2,3,51.48
11749,other,1250.0,3,3,39.0
11750,other,1200.0,2,4,75.0
11752,Uttarahalli,1000.0,2,2,39.5
11753,Bannerghatta Road,1630.0,3,3,68.0
11754,Kammasandra,985.0,2,2,40.5
11755,BTM 2nd Stage,1200.0,2,2,70.0
11756,Ambalipura,1650.0,3,3,100.0
11757,Mico Layout,1670.0,3,3,59.0
11759,Sarjapur  Road,1240.0,4,4,110.0
11760,other,1000.0,2,2,60.0
11761,other,830.0,2,2,26.0
11762,Ramagondanahalli,1200.0,3,3,56.1
11765,Haralur Road,1140.0,2,2,43.0
11766,Nagarbhavi,1635.0,3,3,85.0
11767,HSR Layout,1120.0,2,2,70.0
11770,Harlur,2137.0,3,3,110.0
11771,Hennur Road,973.0,2,2,50.74
11772,Kundalahalli,1724.0,3,3,146.0
11773,Banashankari,1020.0,2,2,40.79
11775,Electronic City,750.0,1,1,35.0
11776,Kambipura,883.0,2,2,49.0
11779,other,1470.0,2,3,60.0
11780,Electronics City Phase 1,891.0,2,2,24.95
11781,other,1275.0,2,2,76.0
11782,Kothanur,1787.0,3,3,120.0
11784,Sarjapur  Road,1320.0,2,2,110.0
11785,Yeshwanthpur,1692.0,3,3,108.0
11786,Bannerghatta Road,1400.0,3,3,69.0
11787,Sarjapur  Road,1115.0,2,2,50.0
11788,Whitefield,1370.0,2,2,56.0
11789,other,1602.0,3,3,56.0
11790,other,793.0,1,1,40.0
11791,GM Palaya,675.0,1,1,35.0
11793,Whitefield,1050.0,2,2,43.0
11794,Jalahalli East,1035.0,2,2,42.5
11795,Sarjapur  Road,1200.0,2,3,44.0
11796,Sarjapur  Road,1800.0,3,3,128.0
11797,Green Glen Layout,1625.0,3,3,70.0
11798,Electronics City Phase 1,1032.0,2,2,31.99
11799,Whitefield,1496.0,2,3,71.81
11800,other,1100.0,2,2,38.0
11801,Kundalahalli,1500.0,3,3,50.0
11802,Electronic City Phase II,1125.0,2,2,32.63
11803,other,1555.0,3,3,73.0
11804,Amruthahalli,1025.0,2,2,42.0
11805,Hennur Road,1482.0,2,3,83.73
11806,other,1630.0,2,3,130.0
11807,Arekere,900.0,2,2,44.5
11808,Yelahanka,1355.0,2,3,75.0
11810,Akshaya Nagar,1200.0,2,2,45.0
11811,other,1563.0,3,3,63.0
11812,other,1344.0,4,4,84.0
11814,5th Phase JP Nagar,812.0,2,2,42.0
11815,Basaveshwara Nagar,1200.0,2,2,70.0
11817,Marathahalli,1360.0,2,2,101.0
11818,Hegde Nagar,1835.0,3,3,88.0
11819,Rachenahalli,1756.0,3,3,110.0
11820,8th Phase JP Nagar,1296.0,2,3,51.83
11821,Haralur Road,1300.0,2,2,75.0
11822,Anandapura,1141.0,2,2,50.0
11823,Poorna Pragna Layout,1270.0,2,3,50.79
11824,Electronic City,1210.0,2,2,55.0
11825,Hormavu,1310.0,2,2,67.0
11827,Magadi Road,1187.0,2,3,55.195
11828,Gubbalala,1745.0,3,3,140.0
11830,Raja Rajeshwari Nagar,1050.0,2,2,37.0
11832,Electronic City Phase II,1140.0,2,2,34.0
11833,Varthur,1210.0,2,2,54.0
11834,Kasavanhalli,2035.0,3,3,142.0
11835,Sarjapur,633.0,1,1,17.09
11836,Amruthahalli,485.0,1,1,19.5
11837,Varthur,1112.0,2,2,40.0
11838,other,1200.0,2,2,82.0
11839,Sarjapur  Road,2275.0,4,3,187.0
11840,other,1419.0,3,3,85.0
11841,other,1195.0,2,2,42.4
11843,Kundalahalli,1047.0,2,2,91.0
11844,Thanisandra,1884.0,4,3,117.0
11846,Bannerghatta Road,905.0,2,2,58.0
11847,JP Nagar,1500.0,2,3,108.0
